"listing_id","built_area","used_area"
"285089","800.0",""
"293929","782.0","678.0"
"388255","0.0","769.0"
"279480","650.0","650.0"
"282083","750.0","0.0"
"296793","0.0","750.0"
"279484","885.0","885.0"
"316036","885.0","0.0"
"341976","885.0","885.0"
"358482","0.0","885.0"
"782492","0.0","885.0"
"389829","0.0","380.0"
"298878","650.0",""
"318223","650.0","0.0"
"285057","4717.0",""
"302893","3000.0","0.0"
"384130","0.0","3140.0"
"388472","3000.0","0.0"
"279501","600.0","600.0"
"287914","600.0",""
"289066","0.0","600.0"
"296851","0.0","766.0"
"279515","550.0","550.0"
"279515","550.0","550.0"
"299204","550.0",""
"316490","550.0","0.0"
"318279","550.0","0.0"
"375683","550.0","0.0"
"283156","450.0","0.0"
"283156","450.0","0.0"
"285927","450.0","0.0"
"292956","450.0","0.0"
"292956","450.0","0.0"
"279526","468.0","353.0"
"279527","580.0","580.0"
"279530","398.0","0.0"
"279530","398.0","0.0"
"285129","251.0",""
"326306","330.0","0.0"
"326306","330.0","0.0"
"326619","251.0","0.0"
"326619","251.0","0.0"
"340122","0.0","0.0"
"340122","0.0","0.0"
"375685","330.0","0.0"
"389454","330.0","0.0"
"299003","500.0",""
"316519","500.0",""
"318211","500.0","0.0"
"326295","450.0",""
"336985","351.0","351.0"
"397773","340.0","0.0"
"279533","400.0","400.0"
"289176","0.0","400.0"
"305086","0.0",""
"279535","1246.0","1246.0"
"301870","1100.0","900.0"
"326506","1476.0","0.0"
"398555","0.0","1400.0"
"279544","319.0","178.0"
"285016","319.0",""
"379814","319.0","0.0"
"279545","604.0","550.0"
"296582","0.0","550.0"
"374649","0.0","450.0"
"279546","787.0","787.0"
"282769","750.0","0.0"
"289333","0.0","821.0"
"289333","0.0","821.0"
"296794","0.0","850.0"
"299462","830.0",""
"302593","700.0","0.0"
"316590","830.0","0.0"
"316842","0.0","830.0"
"316842","0.0","830.0"
"318371","830.0","0.0"
"323599","830.0","0.0"
"336413","850.0","850.0"
"336912","830.0","830.0"
"340143","830.0","830.0"
"342958","830.0","830.0"
"363125","0.0","830.0"
"366850","830.0","0.0"
"379764","830.0","0.0"
"384718","821.0","0.0"
"397648","830.0","800.0"
"285012","610.0",""
"296087","600.0",""
"296792","0.0","1200.0"
"388980","610.0","0.0"
"296224","",""
"296224","",""
"296224","",""
"344085","350.0","350.0"
"283446","495.0","0.0"
"279559","445.0","445.0"
"288833","600.0","0.0"
"344088","847.0","847.0"
"279560","560.0","560.0"
"279560","560.0","560.0"
"282630","560.0","0.0"
"282630","560.0","0.0"
"284916","565.0",""
"284916","565.0",""
"289356","0.0","500.0"
"289356","0.0","500.0"
"302205","601.0","500.0"
"305122","0.0",""
"308611","550.0","550.0"
"317122","0.0","520.0"
"317122","0.0","520.0"
"342923","601.0","601.0"
"342923","601.0","601.0"
"347661","500.0","0.0"
"361492","0.0","426.0"
"361566","0.0","426.0"
"379711","565.0","0.0"
"379711","565.0","0.0"
"533536","0.0","550.0"
"279565","618.0","416.0"
"279567","950.0","950.0"
"282200","830.0","0.0"
"287876","900.0",""
"287876","900.0",""
"296627","0.0","920.0"
"279569","521.0","427.0"
"282148","620.0","0.0"
"289572","0.0","520.0"
"289572","0.0","520.0"
"302781","520.0","0.0"
"383494","0.0","600.0"
"279578","1044.0","1044.0"
"296739","0.0","1044.0"
"279584","398.0","398.0"
"279586","635.0","635.0"
"279586","635.0","635.0"
"279586","635.0","635.0"
"282317","665.0","0.0"
"296916","0.0","650.0"
"296916","0.0","650.0"
"302808","635.0","0.0"
"323597","650.0","0.0"
"323597","650.0","0.0"
"332824","665.0","360.0"
"336637","650.0","650.0"
"360474","0.0","655.0"
"374329","0.0","635.0"
"374329","0.0","635.0"
"384714","655.0","0.0"
"379719","0.0","282.0"
"379719","0.0","282.0"
"398298","282.0","0.0"
"655404","280.0","0.0"
"279590","308.0","263.0"
"293479","307.0","263.0"
"348173","0.0","263.0"
"348173","0.0","263.0"
"279591","475.0","320.0"
"283557","476.0","0.0"
"296910","0.0","475.0"
"279593","528.0","528.0"
"282831","560.0","0.0"
"284987","340.0",""
"288010","430.0",""
"288249","443.0","443.0"
"294207","380.0","0.0"
"296869","0.0","579.0"
"301351","380.0","380.0"
"311284","350.0",""
"332827","579.0","450.0"
"337021","550.0","550.0"
"344086","579.0","579.0"
"348286","0.0","380.0"
"290346","650.0","0.0"
"279606","1175.0","1175.0"
"288819","0.0","842.0"
"296175","302.0",""
"282452","380.0","0.0"
"288004","486.0",""
"290422","450.0","0.0"
"296720","0.0","360.0"
"383592","0.0","362.0"
"384737","510.0","0.0"
"287856","534.0",""
"382973","0.0","0.0"
"279614","648.0","648.0"
"282891","647.0","0.0"
"284934","600.0",""
"287840","647.0",""
"288732","600.0","0.0"
"301857","680.0","580.0"
"308558","450.0","450.0"
"327383","647.0","0.0"
"279620","410.0","357.0"
"409637","410.0","0.0"
"279624","471.0","349.0"
"279624","471.0","349.0"
"279625","750.0","0.0"
"296207","1000.0",""
"316485","1000.0","0.0"
"279629","408.0","285.0"
"288039","402.0",""
"293243","793.0","392.0"
"301959","560.0","380.0"
"316518","400.0",""
"332792","400.0","400.0"
"337088","408.0","408.0"
"356628","0.0","402.0"
"361488","0.0","402.0"
"363638","701.0","700.0"
"363638","701.0","700.0"
"299417","765.0",""
"318271","765.0","0.0"
"296284","423.0",""
"316941","585.0",""
"316941","585.0",""
"337108","350.0","350.0"
"284938","560.0",""
"306939","850.0","0.0"
"379726","560.0","0.0"
"279665","500.0","500.0"
"296705","0.0","500.0"
"296705","0.0","500.0"
"279667","480.0","420.0"
"279667","480.0","420.0"
"335058","490.0","0.0"
"358510","0.0","490.0"
"376190","420.0","0.0"
"379822","490.0","0.0"
"383448","0.0","485.0"
"383655","0.0","648.0"
"389904","0.0","500.0"
"294393","850.0",""
"297038","0.0","600.0"
"375149","0.0","300.0"
"375149","0.0","300.0"
"375149","0.0","300.0"
"279681","600.0","350.0"
"296225","410.0",""
"296653","0.0","619.0"
"279687","776.0","776.0"
"279687","776.0","776.0"
"279687","776.0","776.0"
"294184","776.0",""
"348403","0.0","650.0"
"387756","776.0","0.0"
"279690","550.0","550.0"
"363133","0.0","650.0"
"279695","370.0","370.0"
"279695","370.0","370.0"
"285177","350.0",""
"293735","350.0","0.0"
"299346","370.0",""
"305030","0.0",""
"305030","0.0",""
"318637","370.0","0.0"
"323528","370.0","0.0"
"332957","350.0","300.0"
"332959","600.0","370.0"
"337159","370.0","370.0"
"337159","370.0","370.0"
"337159","370.0","370.0"
"343105","386.0","386.0"
"348554","0.0","0.0"
"379987","350.0","0.0"
"279699","420.0","420.0"
"279699","420.0","420.0"
"288692","0.0","420.0"
"288692","0.0","420.0"
"306990","425.0","0.0"
"306990","425.0","0.0"
"332977","750.0","420.0"
"355594","601.0","0.0"
"398635","469.0","434.0"
"493766","0.0","455.0"
"279701","412.0","352.0"
"281804","2402.0",""
"293661","240.0","240.0"
"293661","240.0","240.0"
"294123","240.0",""
"348400","0.0","240.0"
"348400","0.0","240.0"
"388274","0.0","350.0"
"293163","370.0","320.0"
"298962","358.0",""
"318629","358.0",""
"348561","0.0","320.0"
"356781","358.0","0.0"
"293846","680.0","380.0"
"342965","483.0","483.0"
"361682","648.0","514.0"
"289015","0.0","300.0"
"302583","450.0","300.0"
"305169","0.0",""
"305169","0.0",""
"323519","300.0","0.0"
"323519","300.0","0.0"
"405796","0.0","300.0"
"363144","0.0","522.0"
"279723","0.0","249.0"
"279731","300.0","250.0"
"279731","300.0","250.0"
"283525","300.0","0.0"
"283525","300.0","0.0"
"285069","300.0",""
"285069","300.0",""
"285069","300.0",""
"285069","300.0",""
"329614","235.0","0.0"
"329614","235.0","0.0"
"279734","290.0",""
"279741","397.0","300.0"
"299262","397.0",""
"318516","397.0","0.0"
"327963","340.0",""
"327963","340.0",""
"356752","0.0","0.0"
"530499","0.0","428.0"
"873893","0.0","400.0"
"294565","335.0",""
"279749","490.0","490.0"
"288307","0.0","432.0"
"294999","482.0",""
"341923","482.0","482.0"
"782605","0.0","482.0"
"279752","680.0","380.0"
"279752","680.0","380.0"
"363146","0.0","300.0"
"279754","200.0","200.0"
"279754","200.0","200.0"
"285090","200.0",""
"285090","200.0",""
"285090","200.0",""
"287707","200.0",""
"287707","200.0",""
"288383","240.0","240.0"
"288383","240.0","240.0"
"293636","240.0","195.0"
"293636","240.0","195.0"
"294550","150.0",""
"294550","150.0",""
"302342","220.0","190.0"
"302342","220.0","190.0"
"330198","200.0","200.0"
"330263","200.0","0.0"
"330271","200.0","0.0"
"336768","300.0","300.0"
"339349","0.0","200.0"
"342996","319.0","319.0"
"342996","319.0","319.0"
"279756","542.0","356.0"
"298821","350.0",""
"318471","350.0","0.0"
"287753","500.0",""
"363150","0.0","468.0"
"279763","368.0","0.0"
"279763","368.0","0.0"
"282496","340.0","0.0"
"297000","0.0","370.0"
"302759","366.0","336.0"
"304608","336.0",""
"279765","261.0","261.0"
"363222","0.0","222.0"
"279767","453.0","375.0"
"279768","303.0","258.0"
"279770","552.0","398.0"
"312253","552.0",""
"749919","0.0","400.0"
"749919","0.0","400.0"
"279779","186.48","0.0"
"279779","186.48","0.0"
"279779","186.48","0.0"
"340160","0.0","0.0"
"361313","0.0","188.0"
"361313","0.0","188.0"
"361313","0.0","188.0"
"375672","188.0","0.0"
"389465","0.0","0.0"
"389971","0.0","480.0"
"279803","310.0","310.0"
"286023","410.0","0.0"
"286023","410.0","0.0"
"279804","300.0","300.0"
"285184","360.0",""
"286020","400.0","0.0"
"286020","400.0","0.0"
"287720","250.0",""
"294189","360.0",""
"302621","360.0","0.0"
"304866","250.0","0.0"
"308360","0.0","350.0"
"343057","290.0","290.0"
"287704","270.0",""
"344099","250.0","250.0"
"300966","450.0",""
"300966","450.0",""
"300966","450.0",""
"300966","450.0",""
"384172","0.0","700.0"
"389445","0.0","0.0"
"538696","412.0","0.0"
"279813","445.0","445.0"
"282361","650.0","0.0"
"283566","445.0","0.0"
"287719","445.0",""
"293872","650.0","445.0"
"296870","650.0","650.0"
"298804","300.0",""
"302908","650.0","460.0"
"316664","260.0","0.0"
"318579","300.0",""
"323541","650.0","0.0"
"279816","420.0","420.0"
"287632","350.0",""
"302750","524.0","324.0"
"299604","374.0",""
"318551","374.0","0.0"
"279824","401.0","305.0"
"289812","0.0","250.0"
"289812","0.0","250.0"
"296371","305.0",""
"296371","305.0",""
"303035","244.0","0.0"
"303035","244.0","0.0"
"317339","401.0","305.0"
"341921","296.0","296.0"
"279838","284.0","202.0"
"282986","280.0","0.0"
"296092","202.0",""
"301950","380.0","280.0"
"304763","280.0","0.0"
"279843","600.0","600.0"
"279847","500.0","500.0"
"303407","600.0",""
"279849","492.0","0.0"
"282328","426.0","0.0"
"279862","508.0","508.0"
"279862","508.0","508.0"
"279862","508.0","508.0"
"289208","0.0","508.0"
"329199","508.0","0.0"
"379836","508.0","0.0"
"390660","0.0","390.0"
"300087","0.0","700.0"
"300087","0.0","700.0"
"323546","700.0","0.0"
"279865","500.0","383.0"
"289560","0.0","480.0"
"289560","0.0","480.0"
"296732","0.0","751.0"
"296732","0.0","751.0"
"336216","828.0","0.0"
"279869","300.0","235.0"
"336049","228.0","0.0"
"370575","410.0","0.0"
"370575","410.0","0.0"
"378419","0.0","550.0"
"296769","0.0","500.0"
"382327","575.0","0.0"
"279877","356.0","0.0"
"358535","0.0","310.0"
"282013","456.0","0.0"
"288702","0.0","456.0"
"347656","400.0","0.0"
"347656","400.0","0.0"
"285998","485.0",""
"287815","369.0",""
"279898","354.0","283.0"
"361499","0.0","354.0"
"287822","420.0",""
"279904","220.0","220.0"
"282427","230.0","0.0"
"282427","230.0","0.0"
"282427","230.0","0.0"
"282427","230.0","0.0"
"288790","0.0","220.0"
"288790","0.0","220.0"
"288790","0.0","220.0"
"290334","230.0","0.0"
"290334","230.0","0.0"
"297064","0.0","220.0"
"297064","0.0","220.0"
"302209","0.0","202.0"
"305190","0.0",""
"332906","250.0","0.0"
"332906","250.0","0.0"
"336966","220.0","220.0"
"336966","220.0","220.0"
"343030","220.0","220.0"
"279907","450.0","450.0"
"286040","500.0","0.0"
"287794","450.0",""
"312270","580.0","480.0"
"329374","513.0","0.0"
"389961","0.0","450.0"
"279912","400.0","0.0"
"279912","400.0","0.0"
"287889","337.0",""
"287889","337.0",""
"334992","400.0","0.0"
"334992","400.0","0.0"
"279918","470.0","400.0"
"358518","0.0","400.0"
"279923","365.0","365.0"
"329685","301.0","0.0"
"329685","301.0","0.0"
"287682","401.0",""
"286044","475.0","0.0"
"300158","475.0","475.0"
"330516","475.0","0.0"
"330516","475.0","0.0"
"330520","475.0","0.0"
"330520","475.0","0.0"
"279956","475.0","475.0"
"279962","430.0","430.0"
"294861","538.0",""
"298999","400.0",""
"318734","400.0","0.0"
"279967","550.0","550.0"
"294592","520.0",""
"363165","0.0","550.0"
"363165","0.0","550.0"
"367039","500.0","0.0"
"279973","275.0","0.0"
"299741","320.0",""
"318626","320.0","0.0"
"285139","360.0",""
"285975","375.0","0.0"
"287854","380.0",""
"279986","296.0","249.0"
"289711","0.0",""
"296238","248.0",""
"296819","250.0","250.0"
"279988","350.0","0.0"
"279994","350.0","350.0"
"279994","350.0","350.0"
"282972","260.0","0.0"
"282972","260.0","0.0"
"293631","309.0","244.0"
"362177","400.0","400.0"
"362177","400.0","400.0"
"294129","700.0",""
"363140","0.0","700.0"
"280015","700.0","700.0"
"327696","650.0",""
"287709","354.0",""
"293847","450.0","275.0"
"348635","0.0","275.0"
"390557","450.0","0.0"
"289462","0.0","436.0"
"288155","484.0","0.0"
"294404","350.0",""
"280037","282.0","282.0"
"316381","282.0","282.0"
"317319","272.0","0.0"
"280048","461.0","461.0"
"372861","0.0","0.0"
"280050","280.0","280.0"
"280051","436.0","436.0"
"294938","310.0",""
"300352","250.0","250.0"
"300352","250.0","250.0"
"343060","484.0","484.0"
"384679","300.0","0.0"
"530055","436.0","436.0"
"287597","640.0",""
"298549","700.0",""
"320040","700.0","0.0"
"294892","470.0",""
"340558","502.0","502.0"
"355934","0.0","1416.0"
"287648","240.0",""
"1016410","240.0","0.0"
"280070","434.0","434.0"
"280070","434.0","434.0"
"280070","434.0","434.0"
"282124","434.0","0.0"
"282124","434.0","0.0"
"282124","434.0","0.0"
"285168","370.0",""
"285168","370.0",""
"285168","370.0",""
"285168","370.0",""
"285985","460.0","0.0"
"285985","460.0","0.0"
"285985","460.0","0.0"
"287824","434.0",""
"287824","434.0",""
"287824","434.0",""
"288906","0.0","367.0"
"288906","0.0","367.0"
"288906","0.0","367.0"
"290248","434.0","0.0"
"290248","434.0","0.0"
"293933","434.0","370.0"
"293933","434.0","370.0"
"293933","434.0","370.0"
"294914","367.0",""
"294914","367.0",""
"294914","367.0",""
"296912","0.0","434.0"
"296912","0.0","434.0"
"296912","0.0","434.0"
"302058","404.0","438.0"
"302058","404.0","438.0"
"302058","404.0","438.0"
"306408","0.0",""
"306408","0.0",""
"308749","434.0","434.0"
"329849","367.0","0.0"
"329849","367.0","0.0"
"329849","367.0","0.0"
"329849","367.0","0.0"
"329869","367.0","0.0"
"329869","367.0","0.0"
"332884","500.0","416.0"
"332884","500.0","416.0"
"336923","380.0","380.0"
"336923","380.0","380.0"
"336923","380.0","380.0"
"339252","0.0","435.0"
"339252","0.0","435.0"
"339252","0.0","435.0"
"340155","367.0","367.0"
"340155","367.0","367.0"
"343015","435.0","435.0"
"343015","435.0","435.0"
"348380","0.0","370.0"
"355930","0.0","434.0"
"379847","370.0","0.0"
"389932","0.0","367.0"
"389932","0.0","367.0"
"530474","370.0","0.0"
"1001217","434.0","0.0"
"280079","510.0","510.0"
"280081","607.0","607.0"
"285244","350.0",""
"293977","350.0","0.0"
"295083","580.0",""
"280083","700.0","700.0"
"280083","700.0","700.0"
"300464","0.0","580.0"
"300464","0.0","580.0"
"307896","0.0","700.0"
"307896","0.0","700.0"
"314874","700.0","0.0"
"316750","546.0","0.0"
"316750","546.0","0.0"
"316929","700.0",""
"316929","700.0",""
"339359","0.0","800.0"
"339359","0.0","800.0"
"280085","342.0","0.0"
"323457","248.0","0.0"
"294194","340.0",""
"280096","428.81","0.0"
"315854","428.0",""
"315854","428.0",""
"315854","428.0",""
"280103","350.0","300.0"
"287457","330.0",""
"288253","350.0","350.0"
"301472","350.0","0.0"
"282360","400.0","0.0"
"285257","320.0",""
"280133","504.0","504.0"
"294816","220.0",""
"280138","385.0","385.0"
"280147","250.0","250.0"
"280157","250.0","250.0"
"288806","210.0","0.0"
"287698","430.0",""
"294509","502.0",""
"280166","333.0","333.0"
"320147","500.0","0.0"
"332168","434.0","0.0"
"280178","318.0","318.0"
"363587","180.0","0.0"
"280190","250.0","250.0"
"285278","472.0",""
"293044","472.0","472.0"
"297634","330.0",""
"297634","330.0",""
"320063","330.0","0.0"
"320063","330.0","0.0"
"336936","331.0","331.0"
"280203","500.0","320.0"
"285300","535.0",""
"285300","535.0",""
